"pkey";"fkPrikaz";"fkOtdelenie";"fkProfKo";"DateInput";"PostPatVsego";"PostPatSels";"PostPatDet";"PostPatPens";"PervIzPatVsego";"PervIzPatSels";"PervIzPatPens";"PervVPatVsego";"PervVPatSels";"PervVPatPens";"VypPatVsego";"VypPatSels";"VypPatDet";"VypPatPens";"UmrPatVsego";"UmrPatSels";"UmrPatTekSutki";"DateAdd";"PervIzDet";"PervVDet";"UmrPatDet";"UmrPatPens"
4294;1;3;3;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4295;1;2;2;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4296;1;2;1;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4297;1;3;1;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4298;1;1;1;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4299;1;2;3;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4300;1;1;3;1.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4301;1;2;2;2.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4302;1;3;1;2.1.2018 0:00:00;4;1;0;0;0;0;0;1;0;1;6;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4303;1;1;3;2.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4304;1;1;1;2.1.2018 0:00:00;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4305;1;2;1;2.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4306;1;2;3;2.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4307;1;3;3;2.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4308;1;1;1;3.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4309;1;2;2;3.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4310;1;3;3;3.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4311;1;2;1;3.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4312;1;3;1;3.1.2018 0:00:00;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4313;1;1;3;3.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4314;1;2;3;3.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4315;1;2;1;4.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4316;1;2;2;4.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4317;1;3;1;4.1.2018 0:00:00;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4318;1;3;3;4.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4319;1;1;3;4.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4320;1;1;1;4.1.2018 0:00:00;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4321;1;2;3;4.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4322;1;2;1;5.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4323;1;1;1;5.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4324;1;3;1;5.1.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4325;1;2;2;5.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4326;1;1;3;5.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4327;1;2;3;5.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4328;1;3;3;5.1.2018 0:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4329;1;2;3;6.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4330;1;2;1;6.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4331;1;3;1;6.1.2018 0:00:00;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4332;1;3;3;6.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4333;1;2;2;6.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4334;1;1;1;6.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4335;1;1;3;6.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4336;1;2;3;7.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4337;1;1;1;7.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4338;1;3;1;7.1.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4339;1;3;3;7.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4340;1;1;3;7.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4341;1;2;1;7.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4342;1;2;2;7.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4343;1;1;3;8.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4344;1;3;1;8.1.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4345;1;2;1;8.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4346;1;2;3;8.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4347;1;2;2;8.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4348;1;1;1;8.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4349;1;3;3;8.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4350;1;1;3;9.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4351;1;1;1;9.1.2018 0:00:00;2;0;0;1;0;0;0;0;0;0;3;0;0;3;0;0;0;24.4.2018 0:00:00;0;0;0;0
4352;1;3;3;9.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4353;1;2;1;9.1.2018 0:00:00;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4354;1;2;2;9.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4355;1;2;3;9.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4356;1;3;1;9.1.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4357;1;3;3;10.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4358;1;2;3;10.1.2018 0:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4359;1;1;3;10.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4360;1;3;1;10.1.2018 0:00:00;5;1;0;1;0;0;0;2;0;0;4;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4361;1;2;1;10.1.2018 0:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4362;1;1;1;10.1.2018 0:00:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4363;1;2;2;10.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4364;1;2;3;11.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4365;1;2;2;11.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4366;1;3;3;11.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4367;1;2;1;11.1.2018 0:00:00;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4368;1;1;3;11.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4369;1;1;1;11.1.2018 0:00:00;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4370;1;3;1;11.1.2018 0:00:00;4;0;0;2;2;1;0;0;0;0;3;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4371;1;1;3;12.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4372;1;2;1;12.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4373;1;3;3;12.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4374;1;1;1;12.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4375;1;2;2;12.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4376;1;2;3;12.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4377;1;3;1;12.1.2018 0:00:00;5;2;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4378;1;1;3;13.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4379;1;2;1;13.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4380;1;3;3;13.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4381;1;3;1;13.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4382;1;2;3;13.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4383;1;1;1;13.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4384;1;2;2;13.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4385;1;3;1;14.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4386;1;2;3;14.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4387;1;2;1;14.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4388;1;2;2;14.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4389;1;1;3;14.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4390;1;3;3;14.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4391;1;1;1;14.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4392;1;2;3;15.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4393;1;3;1;15.1.2018 0:00:00;5;0;0;1;0;0;0;3;0;0;4;2;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4394;1;3;3;15.1.2018 0:00:00;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4395;1;1;1;15.1.2018 0:00:00;5;0;0;2;3;1;0;0;0;0;6;2;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4396;1;2;1;15.1.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4397;1;1;3;15.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4398;1;2;2;15.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4399;1;3;3;16.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4400;1;1;3;16.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4401;1;2;1;16.1.2018 0:00:00;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4402;1;2;2;16.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4403;1;2;3;16.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4404;1;3;1;16.1.2018 0:00:00;2;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4405;1;1;1;16.1.2018 0:00:00;1;0;0;1;1;0;0;0;0;0;3;1;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4406;1;2;1;17.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4407;1;2;3;17.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4408;1;3;3;17.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4409;1;3;1;17.1.2018 0:00:00;6;2;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4410;1;1;3;17.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4411;1;2;2;17.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4412;1;1;1;17.1.2018 0:00:00;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4413;1;2;3;18.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4414;1;1;3;18.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4415;1;1;1;18.1.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;4;1;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4416;1;2;1;18.1.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4417;1;3;3;18.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4418;1;3;1;18.1.2018 0:00:00;4;1;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4419;1;2;2;18.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4420;1;1;3;19.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4421;1;3;1;19.1.2018 0:00:00;3;0;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4422;1;2;3;19.1.2018 0:00:00;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4423;1;2;2;19.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4424;1;3;3;19.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4425;1;1;1;19.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4426;1;2;1;19.1.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4427;1;3;1;20.1.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4428;1;2;3;20.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4429;1;3;3;20.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4430;1;1;3;20.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4431;1;2;1;20.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4432;1;2;2;20.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4433;1;1;1;20.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4434;1;1;1;21.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4435;1;1;3;21.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4436;1;2;3;21.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4437;1;2;1;21.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4438;1;3;3;21.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4439;1;2;2;21.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4440;1;3;1;21.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4441;1;1;3;22.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4442;1;1;1;22.1.2018 0:00:00;5;1;0;2;0;0;0;0;0;0;6;1;0;3;0;0;0;24.4.2018 0:00:00;0;0;0;0
4443;1;2;1;22.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4444;1;2;2;22.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4445;1;3;1;22.1.2018 0:00:00;4;2;0;1;0;0;0;0;0;0;5;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4446;1;2;3;22.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4447;1;3;3;22.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4448;1;2;2;23.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4449;1;3;3;23.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4450;1;3;1;23.1.2018 0:00:00;5;2;0;1;0;0;0;1;0;1;5;2;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4451;1;2;1;23.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4452;1;1;1;23.1.2018 0:00:00;0;0;0;0;1;0;1;0;0;0;4;1;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4453;1;1;3;23.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4454;1;2;3;23.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4455;1;3;1;24.1.2018 0:00:00;5;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;24.4.2018 0:00:00;0;0;0;0
4456;1;2;1;24.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4457;1;1;3;24.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4458;1;2;2;24.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4459;1;2;3;24.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4460;1;1;1;24.1.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4461;1;3;3;24.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4462;1;3;3;25.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4463;1;1;3;25.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4464;1;2;3;25.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4465;1;1;1;25.1.2018 0:00:00;2;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4466;1;3;1;25.1.2018 0:00:00;4;1;0;1;0;0;0;0;0;0;4;1;0;1;0;0;0;24.4.2018 0:00:00;0;0;0;0
4467;1;2;1;25.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4468;1;2;2;25.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4469;1;2;1;26.1.2018 0:00:00;1;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4470;1;2;3;26.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
4471;1;2;2;26.1.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4.2018 0:00:00;0;0;0;0
