"pkey";"fkPrikaz";"fkOtdelenie";"fkProfKo";"DateInput";"PostPatVsego";"PostPatSels";"PostPatDet";"PostPatPens";"PervIzPatVsego";"PervIzPatSels";"PervIzPatPens";"PervVPatVsego";"PervVPatSels";"PervVPatPens";"VypPatVsego";"VypPatSels";"VypPatDet";"VypPatPens";"UmrPatVsego";"UmrPatSels";"UmrPatTekSutki";"DateAdd";"PervIzDet";"PervVDet";"UmrPatDet";"UmrPatPens"
5249;1;1;3;17.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5250;1;1;3;18.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5251;1;1;3;19.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5252;1;1;3;20.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5253;1;2;1;17.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5254;1;2;1;18.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5255;1;2;1;19.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5256;1;2;1;20.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5257;1;2;2;17.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5258;1;2;2;18.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5259;1;2;2;19.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5260;1;2;2;20.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5261;1;2;3;16.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5262;1;2;3;17.5.2018 0:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5263;1;2;3;18.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5264;1;2;3;19.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5265;1;2;3;20.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5266;1;3;1;17.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5267;1;3;1;18.5.2018 0:00:00;5;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5268;1;3;1;19.5.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5269;1;3;1;20.5.2018 0:00:00;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5270;1;3;3;17.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5271;1;3;3;18.5.2018 0:00:00;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5272;1;3;3;19.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5273;1;3;3;20.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5.2018 0:00:00;0;0;0;0
5274;1;1;1;21.5.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5275;1;2;1;21.5.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5276;1;2;2;21.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5277;1;3;1;21.5.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5278;1;3;3;21.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5279;1;1;1;22.5.2018 0:00:00;3;2;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5280;1;2;1;22.5.2018 0:00:00;1;0;0;0;7;1;1;0;0;0;6;0;0;1;0;0;0;23.5.2018 0:00:00;0;0;0;0
5281;1;2;2;22.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5282;1;3;3;22.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5283;1;3;1;22.5.2018 0:00:00;8;1;0;1;0;0;0;7;1;1;7;2;0;0;0;0;0;23.5.2018 0:00:00;0;0;0;0
5284;1;3;1;23.5.2018 0:00:00;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5285;1;3;1;24.5.2018 0:00:00;5;1;0;1;2;0;0;0;0;0;3;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5286;1;1;1;23.5.2018 0:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5287;1;1;1;24.5.2018 0:00:00;2;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5288;1;2;1;23.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5289;1;2;1;24.5.2018 0:00:00;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5290;1;2;2;23.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5291;1;2;2;24.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.5.2018 0:00:00;0;0;0;0
5292;1;1;1;25.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5293;1;1;1;26.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5294;1;1;1;27.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5295;1;1;3;21.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5296;1;1;3;22.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5297;1;1;3;23.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5298;1;1;3;24.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5299;1;1;3;25.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5300;1;1;3;26.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5301;1;1;3;27.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5302;1;2;1;25.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5303;1;2;1;26.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5304;1;2;1;27.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5305;1;2;2;25.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5306;1;2;2;26.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5307;1;2;2;27.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5308;1;2;3;21.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5309;1;2;3;22.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5310;1;2;3;23.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5311;1;2;3;24.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5312;1;2;3;25.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5313;1;2;3;26.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5314;1;3;1;25.5.2018 0:00:00;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5315;1;3;1;26.5.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5316;1;3;1;27.5.2018 0:00:00;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5317;1;3;3;23.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5318;1;3;3;24.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5319;1;3;3;25.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5320;1;3;3;26.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5321;1;3;3;27.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.5.2018 0:00:00;0;0;0;0
5322;1;1;1;28.5.2018 0:00:00;1;1;0;1;0;0;0;0;0;0;4;0;0;1;0;0;0;29.5.2018 0:00:00;0;0;0;0
5323;1;2;1;28.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;29.5.2018 0:00:00;0;0;0;0
5324;1;2;2;28.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5.2018 0:00:00;0;0;0;0
5325;1;2;3;27.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5.2018 0:00:00;0;0;0;0
5326;1;2;3;28.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5.2018 0:00:00;0;0;0;0
5327;1;3;1;28.5.2018 0:00:00;3;1;0;1;0;0;0;0;0;0;5;1;0;0;0;0;0;29.5.2018 0:00:00;0;0;0;0
5328;1;3;1;29.5.2018 0:00:00;2;2;0;0;0;0;0;1;0;1;5;1;0;0;0;0;0;30.5.2018 0:00:00;0;0;0;0
5329;1;1;1;29.5.2018 0:00:00;1;0;0;0;1;0;1;0;0;0;2;1;0;0;0;0;0;30.5.2018 0:00:00;0;0;0;0
5330;1;2;3;29.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.5.2018 0:00:00;0;0;0;0
5331;1;2;1;29.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;30.5.2018 0:00:00;0;0;0;0
5332;1;2;2;29.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.5.2018 0:00:00;0;0;0;0
5333;1;1;1;30.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5334;1;1;3;28.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5335;1;1;3;29.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5336;1;1;3;30.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5337;1;2;1;30.5.2018 0:00:00;3;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;31.5.2018 0:00:00;0;0;0;0
5338;1;2;2;30.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5339;1;2;3;30.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5340;1;3;1;30.5.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.5.2018 0:00:00;0;0;0;0
5341;1;1;1;31.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5342;1;1;3;31.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5343;1;2;1;31.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5344;1;2;2;31.5.2018 0:00:00;2;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5345;1;2;3;31.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5346;1;3;1;31.5.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5347;1;3;3;28.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5348;1;3;3;29.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5349;1;3;3;30.5.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5350;1;3;3;31.5.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6.2018 0:00:00;0;0;0;0
5351;1;1;1;1.6.2018 0:00:00;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5352;1;1;1;2.6.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5353;1;1;1;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5354;1;1;1;4.6.2018 0:00:00;4;0;0;0;1;0;1;0;0;0;4;1;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5355;1;1;3;1.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5356;1;1;3;2.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5357;1;1;3;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5358;1;1;3;4.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5359;1;2;1;1.6.2018 0:00:00;3;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5360;1;2;1;2.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5361;1;2;1;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5362;1;2;1;4.6.2018 0:00:00;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5363;1;2;2;1.6.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5364;1;2;2;2.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5365;1;2;2;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5366;1;2;2;4.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5367;1;2;3;1.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5368;1;2;3;2.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5369;1;2;3;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5370;1;2;3;4.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5371;1;3;1;1.6.2018 0:00:00;4;1;0;0;0;0;0;2;0;0;4;2;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5372;1;3;1;2.6.2018 0:00:00;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5373;1;3;1;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5374;1;3;1;4.6.2018 0:00:00;3;1;0;1;0;0;0;1;0;1;3;1;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5375;1;3;3;1.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5376;1;3;3;2.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5377;1;3;3;3.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5.6.2018 0:00:00;0;0;0;0
5378;1;1;1;5.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;6.6.2018 0:00:00;0;0;0;0
5379;1;2;1;5.6.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;6.6.2018 0:00:00;0;0;0;0
5380;1;2;2;5.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.6.2018 0:00:00;0;0;0;0
5381;1;3;1;5.6.2018 0:00:00;5;1;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;6.6.2018 0:00:00;0;0;0;0
5382;1;3;1;6.6.2018 0:00:00;1;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;7.6.2018 0:00:00;0;0;0;0
5383;1;2;1;6.6.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;7.6.2018 0:00:00;0;0;0;0
5384;1;2;2;6.6.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.6.2018 0:00:00;0;0;0;0
5385;1;1;1;6.6.2018 0:00:00;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7.6.2018 0:00:00;0;0;0;0
5386;1;3;1;7.6.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5387;1;3;3;4.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5388;1;3;3;5.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5389;1;3;3;6.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5390;1;3;3;7.6.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5391;1;1;1;7.6.2018 0:00:00;4;0;0;1;0;0;0;0;0;0;4;2;0;1;0;0;0;9.6.2018 0:00:00;0;0;0;0
5392;1;1;1;8.6.2018 0:00:00;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5393;1;1;3;5.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5394;1;1;3;6.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5395;1;1;3;7.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5396;1;1;3;8.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5397;1;1;3;9.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5398;1;2;1;7.6.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5399;1;2;1;8.6.2018 0:00:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5400;1;2;2;7.6.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5401;1;2;2;8.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5402;1;2;3;5.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5403;1;2;3;6.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5404;1;2;3;7.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5405;1;2;3;8.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5406;1;3;1;8.6.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5407;1;3;3;8.6.2018 0:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6.2018 0:00:00;0;0;0;0
5408;1;3;1;9.6.2018 0:00:00;2;1;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5409;1;3;1;10.6.2018 0:00:00;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5410;1;3;1;11.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5411;1;3;1;12.6.2018 0:00:00;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5412;1;1;1;9.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5413;1;1;1;10.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5414;1;1;1;11.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5415;1;1;1;12.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5416;1;3;3;9.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5417;1;3;3;10.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5418;1;3;3;11.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5419;1;2;1;9.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5420;1;2;1;10.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5421;1;2;1;11.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5422;1;2;1;12.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5423;1;2;2;9.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5424;1;2;2;10.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5425;1;2;2;11.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
5426;1;2;2;12.6.2018 0:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.6.2018 0:00:00;0;0;0;0
